Class_Location,Class_Length,CheckStyle_Amount,PMD_Amount,SCAX_Amount,SpotBugs_Amount,Total_Amount
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\common\segment\dml\pagination\limit\ParameterMarkerLimitValueSegment.java,0,7,0,5,0,12
 shardingsphere-master\shardingsphere-master\shardingsphere-jdbc\shardingsphere-jdbc-core\src\main\java\org\apache\shardingsphere\driver\jdbc\adapter\AbstractConnectionAdapter.java,34,9,4,3,0,16
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-frontend\shardingsphere-proxy-frontend-reactive-core\src\test\java\org\apache\shardingsphere\proxy\frontend\reactive\command\ReactiveCommandExecuteTaskTest.java,0,44,0,23,0,67
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-data-pipeline\shardingsphere-data-pipeline-core\src\main\java\org\apache\shardingsphere\data\pipeline\core\job\progress\yaml\YamlJobProgress.java,0,18,0,2,0,20
 shardingsphere-master\shardingsphere-master\shardingsphere-sql-parser\shardingsphere-sql-parser-statement\src\main\java\org\apache\shardingsphere\sql\parser\sql\dialect\statement\oracle\ddl\OracleAuditStatement.java,0,1,0,5,0,6
 shardingsphere-master\shardingsphere-master\shardingsphere-db-protocol\shardingsphere-db-protocol-postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\PostgreSQLArrayParameterDecoderTest.java,0,46,0,11,0,57
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-sharding\shardingsphere-sharding-distsql\shardingsphere-sharding-distsql-statement\src\main\java\org\apache\shardingsphere\sharding\distsql\parser\statement\CreateDefaultShardingStrategyStatement.java,0,11,0,3,0,14
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-backend\src\main\java\org\apache\shardingsphere\proxy\backend\exception\TableModifyInTransactionException.java,0,8,0,4,0,12
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-backend\src\main\java\org\apache\shardingsphere\proxy\backend\text\distsql\ral\common\updatable\CreateTrafficRuleHandler.java,0,26,0,30,0,56
 shardingsphere-master\shardingsphere-master\shardingsphere-mode\shardingsphere-mode-type\shardingsphere-cluster-mode\shardingsphere-cluster-mode-repository\shardingsphere-cluster-mode-repository-provider\shardingsphere-cluster-mode-repository-zookeeper-curator\src\test\java\org\apache\shardingsphere\mode\repository\cluster\zookeeper\handler\CuratorZookeeperExceptionHandlerTest.java,0,5,1,4,0,10
 shardingsphere-master\shardingsphere-master\shardingsphere-kernel\shardingsphere-data-pipeline\shardingsphere-data-pipeline-core\src\main\java\org\apache\shardingsphere\data\pipeline\core\context\PipelineContext.java,0,12,3,1,0,16
 shardingsphere-master\shardingsphere-master\shardingsphere-features\shardingsphere-shadow\shardingsphere-shadow-spring\shardingsphere-shadow-spring-boot-starter\src\main\java\org\apache\shardingsphere\shadow\spring\boot\ShadowRuleSpringBootConfiguration.java,35,14,0,13,0,27
 shardingsphere-master\shardingsphere-master\shardingsphere-proxy\shardingsphere-proxy-frontend\shardingsphere-proxy-frontend-core\src\main\java\org\apache\shardingsphere\proxy\frontend\exception\UnsupportedCommandException.java,0,3,0,1,0,4
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-federation\shardingsphere-infra-federation-executor\src\main\java\org\apache\shardingsphere\infra\federation\executor\customized\CustomizedFilterableExecuteDataContext.java,0,15,0,6,0,21
 shardingsphere-master\shardingsphere-master\shardingsphere-infra\shardingsphere-infra-rewrite\src\main\java\org\apache\shardingsphere\infra\rewrite\sql\token\generator\SQLTokenGenerators.java,0,13,0,10,0,23
