Class_Location,Class_Length,CheckStyle_Amount,PMD_Amount,SCAX_Amount,SpotBugs_Amount,Total_Amount
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\DataVersionTest.java,48,10,4,1,0,15
rocketmq-develop\rocketmq-develop\store\src\test\java\org\apache\rocketmq\store\ha\WaitNotifyObjectTest.java,20,5,2,1,0,8
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\header\namesrv\GetRouteInfoRequestHeader.java,17,8,1,2,0,11
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\consistenthash\VirtualNode.java,23,15,0,1,0,16
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\common\ClientErrorCode.java,10,10,0,1,0,11
rocketmq-develop\rocketmq-develop\test\src\main\java\org\apache\rocketmq\test\util\parallel\ParallelTask.java,23,10,0,1,0,11
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\monitor\DefaultMonitorListener.java,62,31,7,13,0,51
rocketmq-develop\rocketmq-develop\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\RemotingSerializableTest.java,0,56,9,9,0,74
rocketmq-develop\rocketmq-develop\broker\src\test\java\org\apache\rocketmq\broker\client\ProducerManagerTest.java,96,26,3,11,0,40
rocketmq-develop\rocketmq-develop\openmessaging\src\test\java\io\openmessaging\rocketmq\producer\ProducerImplTest.java,59,24,4,14,0,42
rocketmq-develop\rocketmq-develop\openmessaging\src\main\java\io\openmessaging\rocketmq\utils\OMSUtil.java,146,30,1,15,0,46
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorConfig.java,23,17,0,2,0,19
rocketmq-develop\rocketmq-develop\filter\src\main\java\org\apache\rocketmq\filter\FilterFactory.java,40,14,0,4,0,18
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\consumer\listener\ConsumeConcurrentlyContext.java,36,22,0,1,0,23
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\RemotingSysResponseCode.java,13,6,0,1,0,7
rocketmq-develop\rocketmq-develop\store\src\main\java\org\apache\rocketmq\store\PutMessageStatus.java,0,11,0,1,0,12
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\command\server\NameServerMocker.java,39,16,2,7,0,25
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\MQVersionTest.java,25,9,2,3,0,14
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\command\offset\CloneGroupOffsetCommand.java,73,21,0,13,0,34
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\sysflag\MessageSysFlag.java,24,24,1,1,0,26
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\client\consumer\broadcast\normal\BroadCastNormalMsgRecvFailIT.java,40,10,2,4,0,16
rocketmq-develop\rocketmq-develop\example\src\main\java\org\apache\rocketmq\example\simple\LitePullConsumerSubscribe.java,20,7,2,3,0,12
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\message\MessageDecoderTest.java,345,50,8,25,0,83
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\body\CMResult.java,0,6,0,1,0,7
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\protocol\topic\OffsetMovedEventTest.java,44,12,0,6,0,18
rocketmq-develop\rocketmq-develop\logging\src\main\java\org\apache\rocketmq\logging\InnerLoggerFactory.java,0,154,16,21,0,191
rocketmq-develop\rocketmq-develop\test\src\main\java\org\apache\rocketmq\test\clientinterface\MQConsumer.java,0,4,0,1,0,5
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\producer\RequestResponseFuture.java,99,65,4,3,0,72
rocketmq-develop\rocketmq-develop\namesrv\src\main\java\org\apache\rocketmq\namesrv\processor\ClusterTestRequestProcessor.java,54,21,0,11,0,32
rocketmq-develop\rocketmq-develop\logging\src\main\java\org\apache\rocketmq\logging\inner\Appender.java,205,76,8,4,0,88
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\lmq\TestBenchLmqStore.java,46,21,0,18,0,39
rocketmq-develop\rocketmq-develop\remoting\src\test\java\org\apache\rocketmq\remoting\RemotingServerTest.java,0,42,4,14,0,60
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\annotation\ImportantField.java,0,2,0,2,0,4
rocketmq-develop\rocketmq-develop\broker\src\test\java\org\apache\rocketmq\broker\filter\MessageStoreWithFilterTest.java,321,147,10,55,0,212
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\body\BrokerStatsItem.java,30,21,0,1,0,22
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\client\consumer\broadcast\normal\NormalMsgTwoSameGroupConsumerIT.java,46,12,1,6,0,19
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\tls\TLS_Mix_IT.java,34,10,2,3,0,15
rocketmq-develop\rocketmq-develop\client\src\test\java\org\apache\rocketmq\client\producer\selector\SelectMessageQueueRetryTest.java,37,8,1,2,0,11
rocketmq-develop\rocketmq-develop\example\src\main\java\org\apache\rocketmq\example\batch\SimpleBatchProducer.java,18,10,1,7,0,18
rocketmq-develop\rocketmq-develop\remoting\src\test\java\org\apache\rocketmq\remoting\netty\FileRegionEncoderTest.java,49,7,0,3,0,10
rocketmq-develop\rocketmq-develop\store\src\main\java\org\apache\rocketmq\store\MultiDispatch.java,127,46,3,26,0,75
rocketmq-develop\rocketmq-develop\common\src\test\java\org\apache\rocketmq\common\protocol\body\QueryCorrectionOffsetBodyTest.java,17,6,0,2,0,8
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\exception\RemotingTimeoutException.java,17,11,0,3,0,14
rocketmq-develop\rocketmq-develop\filter\src\test\java\org\apache\rocketmq\filter\BitsArrayTest.java,98,24,0,5,0,29
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\consumer\PullStatus.java,0,4,0,1,0,5
rocketmq-develop\rocketmq-develop\store\src\test\java\org\apache\rocketmq\store\DefaultMessageStoreTest.java,614,205,26,84,0,315
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\header\GetMinOffsetRequestHeader.java,27,15,1,2,0,18
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\heartbeat\SubscriptionData.java,156,91,16,5,0,112
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\header\GetMaxOffsetRequestHeader.java,27,15,1,2,0,18
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\heartbeat\HeartbeatData.java,36,23,0,2,0,25
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\client\consumer\cluster\DynamicAddAndCrashIT.java,70,27,1,15,0,43
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\body\ClusterInfo.java,40,22,6,4,0,32
rocketmq-develop\rocketmq-develop\acl\src\main\java\org\apache\rocketmq\acl\AccessValidator.java,0,16,0,2,0,18
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\message\MessageDecoder.java,544,151,6,41,0,198
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\netty\NettyEventType.java,0,4,0,1,0,5
rocketmq-develop\rocketmq-develop\example\src\main\java\org\apache\rocketmq\example\operation\Producer.java,80,9,1,3,0,13
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\admin\DefaultMQAdminExtTest.java,351,161,7,104,0,272
rocketmq-develop\rocketmq-develop\client\src\test\java\org\apache\rocketmq\client\common\ThreadLocalIndexTest.java,18,4,0,1,0,5
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\command\broker\BrokerConsumeStatsSubCommadTest.java,51,23,5,13,0,41
rocketmq-develop\rocketmq-develop\client\src\test\java\org\apache\rocketmq\client\producer\RequestResponseFutureTest.java,20,6,1,2,0,9
rocketmq-develop\rocketmq-develop\test\src\test\java\org\apache\rocketmq\test\client\consumer\broadcast\normal\BroadCastNormalMsgRecvCrashIT.java,58,14,1,8,0,23
rocketmq-develop\rocketmq-develop\client\src\main\java\org\apache\rocketmq\client\impl\consumer\PullResultExt.java,24,20,0,3,0,23
rocketmq-develop\rocketmq-develop\tools\src\test\java\org\apache\rocketmq\tools\command\broker\GetBrokerConfigCommandTest.java,35,6,1,3,0,10
rocketmq-develop\rocketmq-develop\common\src\main\java\org\apache\rocketmq\common\protocol\header\namesrv\DeleteTopicFromNamesrvRequestHeader.java,17,8,1,2,0,11
rocketmq-develop\rocketmq-develop\remoting\src\main\java\org\apache\rocketmq\remoting\common\ServiceThread.java,56,25,5,4,0,34
rocketmq-develop\rocketmq-develop\tools\src\main\java\org\apache\rocketmq\tools\admin\api\TrackType.java,0,6,0,1,0,7
